name,first,last,initials,pos,tags
lev alburt,lv,lbrt,la,PN,famous
lewis a. coser,lws,csr,check,PN,famous
lil' abner,l',bnr,la,PN,famous
lil' abner,l',bnr,la,PN,famous
lou adler,l,dlr,la,PN,famous
louie appel,l,pl,la,PN,famous
louis amberg,ls,mbrg,la,PN,famous
louis armstrong,ls,rmstrng,la,PN,famous
louis auster,ls,str,la,PN,famous
louise ashby,ls,shb,la,PN,famous
luis alfredo gavarito,ls,gvrt,check,PN,famous
luther adler,lthr,dlr,la,PN,famous
lyle alzado,l,lzd,la,PN,famous
lynn ahrens,ln,hrns,la,PN,famous
larry bird,lr,brd,lb,PN,famous
larry bright,lr,brght,lb,PN,famous
larry brown,lr,brwn,lb,PN,famous
larry burkett,lr,brkt,lb,PN,famous
lauren bacall,lrn,bcl,lb,PN,famous
laurent brancowitz,lrnt,brncwtz,lb,PN,famous
lavender brown,lvndr,brwn,lb,PN,famous
lazar berman,lzr,brmn,lb,PN,famous
leandro bartorelli,lndr,brtrl,lb,PN,famous
len barry,ln,br,lb,PN,famous
len berman,ln,brmn,lb,PN,famous
lenny baker,ln,bkr,lb,PN,famous
lenny breau,ln,br,lb,PN,famous
lenny bruce,ln,brc,lb,PN,famous
leo baeck,l,bck,lb,PN,famous
leon blum,ln,blm,lb,PN,famous
leon brittan,ln,brtn,lb,PN,famous
leonard baskin,lnrd,bskn,lb,PN,famous
leonard bernstein,lnrd,brnstn,lb,PN,famous
leonard bloomfield,lnrd,blmfld,lb,PN,famous
leopold blumenberg,lpld,blmnbrg,lb,PN,famous
levi ben gershon,lv,grshn,check,PN,famous
lewis black,lws,blck,lb,PN,famous
lindsey buckingham,lnds,bcknghm,lb,PN,famous
liona boyd,ln,bd,lb,PN,famous
lionel bart,lnl,brt,lb,PN,famous
lisa bonet,ls,bnt,lb,PN,famous
little bad   wolf,ltl,wlf,check,PN,famous
lori berenson,lr,brnsn,lb,PN,famous
lori black,lr,blck,lb,PN,famous
"lou barlow,",,l brlw,lb,PN,famous
lou boudreau,l,bdr,lb,PN,famous
louis b. mayer,ls,mr,check,PN,famous
louis braille,ls,brl,lb,PN,famous
louis bush,ls,bsh,lb,PN,famous
lowell bud paxxon,lwl,pxn,check,PN,famous
luc besson,lc,bsn,lb,PN,famous
lucille ball,lcl,bl,lb,PN,famous
ludwig borne,ldwg,brn,lb,PN,famous
luis bunuel,ls,bnl,lb,PN,famous
lyle berman,l,brmn,lb,PN,famous
lyndon b. johnson,lndn,jhnsn,check,PN,famous
lacey chabert,lc,chbrt,lc,PN,famous
lance cade,lnc,cd,lc,PN,famous
lando calrissian,lnd,clrsn,lc,PN,famous
lara croft,lr,crft,lc,PN,famous
lara croft,lr,crft,lc,PN,famous
larry carlton,lr,crltn,lc,PN,famous
larry chaney,lr,chn,lc,PN,famous
larry coryell,lr,crl,lc,PN,famous
lauren conrad,lrn,cnrd,lc,PN,famous
leon cooper,ln,cpr,lc,PN,famous
leonard chess of the chess brothers,lnrd,brthrs,check,PN,famous
leonard cohen,lnrd,chn,lc,PN,famous
les chadwick,ls,chdwck,lc,PN,famous
les claypool,ls,clpl,lc,PN,famous
leslie cagan,lsl,cgn,lc,PN,famous
lewis caroll,lws,crl,lc,PN,famous
lewis charles levin,lws,lvn,check,PN,famous
liliana chacon,ln,chcn,lc,PN,famous
lillian copeland,ln,cplnd,lc,PN,famous
linda creed,lnd,crd,lc,PN,famous
liz claman,lz,clmn,lc,PN,famous
ll cool j,cl,j,cj,PN,famous
louis cennamo,ls,cnm,lc,PN,famous
luke cage,lk,cg,lc,PN,famous
laraine day,lrn,d,ld,PN,famous
larry david,lr,dvd,ld,PN,famous
lawrence donegan,lwrnc,dngn,ld,PN,famous
lee dorman,l,drmn,ld,PN,famous
leon dyer,ln,dr,ld,PN,famous
leonardo da vinci,lnrd,vnc,check,PN,famous
leonardo di caprio,lnrd,cpr,check,PN,famous
leopold dukes,lpld,dks,ld,PN,famous
leroy diamond,lr,dmnd,ld,PN,famous
les dudek,ls,dk,ld,PN,famous
lev davidovich landau,lv,lnd,check,PN,famous
lhasa de sela,lhs,sl,check,PN,famous
liberty devitto,lbrt,dvt,ld,PN,famous
little dot,ltl,dt,ld,PN,famous
lorenzo da ponte,lrnz,pnt,check,PN,famous
louis d. brandeis,ls,brnds,check,PN,famous
larry ellison,lr,lsn,le,PN,famous
larry evans,lr,vns,le,PN,famous
lawrence ellison,lwrnc,lsn,le,PN,famous
leif edling,lf,dlng,le,PN,famous
lennart eriksson,lnrt,rksn,le,PN,famous
leonhard euler,lnhrd,lr,le,PN,famous
levi eshkol,lv,shkl,le,PN,famous
lillian ellison,ln,lsn,le,PN,famous
lisa edelstein,ls,dlstn,le,PN,famous
l. frank baum,l.,bm,check,PN,famous
larry fine,lr,fn,lf,PN,famous
larry fitzgerald,lr,ftzgrld,lf,PN,famous
lars frederiksen,lrs,frdrksn,lf,PN,famous
laurent fabius,lrnt,fbs,lf,PN,famous
lee felsenstein,l,flsnstn,lf,PN,famous
lee friedlander,l,frdlndr,lf,PN,famous
leo frank,l,frnk,lf,PN,famous
leon festinger,ln,fstngr,lf,PN,famous
leon fleisher,ln,flshr,lf,PN,famous
leonard frey,lnrd,fr,lf,PN,famous
leslie feinberg,lsl,fnbrg,lf,PN,famous
lion feuchtwanger,ln,fchtwngr,lf,PN,famous
lita ford,lt,frd,lf,PN,famous
louis finkelstein,ls,fnklstn,lf,PN,famous
lukas foss,lks,fs,lf,PN,famous
luke ford,lk,frd,lf,PN,famous
lady gaga,g,,,PN,famous
lalo guerrero,l,gr,lg,PN,famous
larry gatlin,lr,gtln,lg,PN,famous
larry gelbart,lr,glbrt,lg,PN,famous
larry graham,lr,grhm,lg,PN,famous
latka gravas,ltk,grvs,lg,PN,famous
lazar gulkowitsch,lzr,glkwtsch,lg,PN,famous
leah goldberg,lh,gldbrg,lg,PN,famous
lee gaze,l,gz,lg,PN,famous
lee grant,l,grnt,lg,PN,famous
lee greenwood,l,grnwd,lg,PN,famous
leo gorcey,l,grc,lg,PN,famous
leon golub,ln,glb,lg,PN,famous
leonard goldenson,lnrd,gldnsn,lg,PN,famous
leopold godowsky jr.,lpld,jr.,check,PN,famous
lesley gore,lsl,gr,lg,PN,famous
liam gallagher,lm,glghr,lg,PN,famous
lillian garcia,ln,grc,lg,PN,famous
lizzie grubman,lz,grbmn,lg,PN,famous
lois griffin,ls,grfn,lg,PN,famous
lord granion,lrd,grn,lg,PN,famous
lorelai gilmore,lrl,glmr,lg,PN,famous
lorne greene,lrn,grn,lg,PN,famous
lorraine gary,lrn,gr,lg,PN,famous
louis ginzberg,ls,gnzbrg,lg,PN,famous
louise gluck,ls,glck,lg,PN,famous
lowell george,lwl,grg,lg,PN,famous
lucas glover,lcs,glvr,lg,PN,famous
lucas grabeel,lcs,grbl,lg,PN,famous
luther grosvenor,lthr,grsvnr,lg,PN,famous
lynval golding,lnvl,gldng,lg,PN,famous
langston hughes,lngstn,hghs,lh,PN,famous
larry harlow,lr,hrlw,lh,PN,famous
lauren harris,lrn,hrs,lh,PN,famous
laurence h. tribe,lrnc,trb,check,PN,famous
laurence harvey,lrnc,hrv,lh,PN,famous
lawrence harvey,lwrnc,hrv,lh,PN,famous
lee harvey oswald,l,swld,check,PN,famous
lena horne,ln,hrn,lh,PN,famous
leo haas,l,hs,lh,PN,famous
leona helmsley,ln,hlmsl,lh,PN,famous
leslie hore-belisha,lsl,hr-blsh,lh,PN,famous
leslie howard,lsl,hwrd,lh,PN,famous
levon helm,lvn,hlm,lh,PN,famous
lillian hellman,ln,hlmn,lh,PN,famous
lionel hampton,lnl,hmptn,lh,PN,famous
lionel hutz,lnl,htz,lh,PN,famous
liz hurley,lz,hrl,lh,PN,famous
lorenz hart,lrnz,hrt,lh,PN,famous
lorraine hansberry,lrn,hnsbr,lh,PN,famous
louis hayes,ls,hs,lh,PN,famous
luc hensill,lc,hnsl,lh,PN,famous
lain iwakura,ln,wkr,li,PN,famous
lina inverse,ln,nvrs,li,PN,famous
lina inverse,ln,nvrs,li,PN,famous
louis i. kahn,ls,khn,check,PN,famous
larry junstrom,lr,jnstrm,lj,PN,famous
lars-olof johansson,lrs-lf,jhnsn,lj,PN,famous
laszlo jozsef bíro,lszl,bír,check,PN,famous
laurie jenkins,lr,jnkns,lj,PN,famous
lebron james,lbrn,jms,lj,PN,famous
lee j. cobb,l,cb,check,PN,famous
lee jackson,l,jcksn,lj,PN,famous
lee jordan,l,jrdn,lj,PN,famous
lenore jacobson,lnr,jcbsn,lj,PN,famous
libby johnson,lb,jhnsn,lj,PN,famous
lil jon,l,jn,lj,PN,famous
lou jacobi,l,jcb,lj,PN,famous
louis jacobs,ls,jcbs,lj,PN,famous
louis johnson,ls,jhnsn,lj,PN,famous
lainie kazan,ln,kzn,lk,PN,famous
larry kaplan,lr,kpln,lk,PN,famous
larry kert,lr,krt,lk,PN,famous
larry king,lr,kng,lk,PN,famous
larry knechtel,lr,knchtl,lk,PN,famous
larry kramer,lr,krmr,lk,PN,famous
lawrence kasdan,lwrnc,ksdn,lk,PN,famous
lawrence klein,lwrnc,kln,lk,PN,famous
lawrence kohlberg,lwrnc,khlbrg,lk,PN,famous
lazar kaganovich,lzr,kgnvch,lk,PN,famous
lee konitz,l,kntz,lk,PN,famous
lee krasner,l,krsnr,lk,PN,famous
lenny kaye,ln,k,lk,PN,famous
lenny kravitz,ln,krvtz,lk,PN,famous
lenny krayzelburg,ln,krzlbrg,lk,PN,famous
leo kottke,l,ktk,lk,PN,famous
leon kirchner,ln,krchnr,lk,PN,famous
leon klinghoffer,ln,klnghfr,lk,PN,famous
leonard katzman,lnrd,ktzmn,lk,PN,famous
leonard keysor,lnrd,ksr,lk,PN,famous
leonard kleinrock,lnrd,klnrck,lk,PN,famous
leopold karpeles,lpld,krpls,lk,PN,famous
lev kamenev,lv,kmnv,lk,PN,famous
lincoln kirstein,lncln,krstn,lk,PN,famous
lisa kudrow,ls,kdrw,lk,PN,famous
lloyd kaufman,ld,kfmn,lk,PN,famous
louis kid kaplan,ls,kpln,check,PN,famous
lucy kaplansky,lc,kplnsk,lk,PN,famous
lana lang,ln,lng,ll,PN,famous
leona lewis,ln,lws,ll,PN,famous
leonard lesord,lnrd,lsrd,ll,PN,famous
leonid levin,lnd,lvn,ll,PN,famous
ler lalonde,lr,lnd,ll,PN,famous
leslie lamport,lsl,lmprt,ll,PN,famous
lev landau,lv,lnd,ll,PN,famous
lev leviev,lv,lv,ll,PN,famous
lex luthor,lx,lthr,ll,PN,famous
linda lavin,lnd,lvn,ll,PN,famous
linda lingle,lnd,lngl,ll,PN,famous
lindsay lohan,lnds,lhn,ll,PN,famous
lisa loeb,ls,lb,ll,PN,famous
lisa lopes,ls,lps,ll,PN,famous
liz lerman,lz,lrmn,ll,PN,famous
lois lane,ls,ln,ll,PN,famous
louis l'amour,ls,l'mr,ll,PN,famous
louis lumiere,ls,lmr,ll,PN,famous
louise lasser,ls,lsr,ll,PN,famous
lucky lehrer,lck,lhr,ll,PN,famous
ludovic ludo bagman,ldvc,bgmn,check,PN,famous
ludwig lewisohn,ldwg,lwshn,ll,PN,famous
luna lovegood,ln,lvgd,ll,PN,famous
lakshmi mittal,lkshm,mtl,lm,PN,famous
larry miller,lr,mlr,lm,PN,famous
larry mize,lr,mz,lm,PN,famous
larry mullen jr,lr,jr,check,PN,famous
laura madley,lr,mdl,lm,PN,famous
lawrie macmillan,lwr,mcmln,lm,PN,famous
lee mavers,l,mvrs,lm,PN,famous
lele melotti,l,mlt,lm,PN,famous
lennon murphy,ln,mrph,lm,PN,famous
leon max lederman,ln,ldrmn,check,PN,famous
leonard maltin,lnrd,mltn,lm,PN,famous
leopold mannes,lpld,mns,lm,PN,famous
les moonves,ls,mnvs,lm,PN,famous
levi meyerle,lv,mrl,lm,PN,famous
levy myers harby,lv,hrb,check,PN,famous
lewis milestone,lws,mlstn,lm,PN,famous
lila murillo,l,mrl,lm,PN,famous
linda mccartney,lnd,mcrtn,lm,PN,famous
lionel messi,lnl,ms,lm,PN,famous
lisa marie varon,ls,vrn,check,PN,famous
lisa moretti,ls,mrt,lm,PN,famous
lise meitner,ls,mtnr,lm,PN,famous
lisette model,lst,mdl,lm,PN,famous
lon myers,ln,mrs,lm,PN,famous
"lopez-alegria, michael e.", mchl .,lpz-lgr,l,PN,famous
lorin maazel,lrn,mzl,lm,PN,famous
lorne michaels,lrn,mchls,lm,PN,famous
lothar mathaus,lthr,mths,lm,PN,famous
louis mordell,ls,mrdl,lm,PN,famous
louis moreau gottschalk,ls,gtschlk,check,PN,famous
louisa may alcott,ls,lct,check,PN,famous
lucius malfoy,lcs,mlf,lm,PN,famous
luís mariutti,lís,mrt,lm,PN,famous
luis munoz,ls,mnz,lm,PN,famous
lynn margulis,ln,mrgls,lm,PN,famous
laraine newman,lrn,nwmn,ln,PN,famous
larry nelson,lr,nlsn,ln,PN,famous
larry norman,lr,nrmn,ln,PN,famous
laura nyro,lr,nr,ln,PN,famous
leonard n stern,lnrd,strn,check,PN,famous
leonard nimoy,lnrd,nm,ln,PN,famous
leopold newman,lpld,nwmn,ln,PN,famous
liam neeson,lm,nsn,ln,PN,famous
louis nizer,ls,nzr,ln,PN,famous
louise nevelson,ls,nvlsn,ln,PN,famous
l on blum,l,blm,lb,PN,famous
lawrence oliver,lwrnc,lvr,lo,PN,famous
leo ornstein,l,rnstn,lo,PN,famous
leon of modena,ln,mdn,lm,PN,famous
lucky oceans  of asleep at the wheel,lck,whl,check,PN,famous
larry page,lr,pg,lp,PN,famous
larry peerce,lr,prc,lp,PN,famous
larry poland,lr,plnd,lp,PN,famous
laura petrie,lr,ptr,lp,PN,famous
laura prepon,lr,prpn,lp,PN,famous
lauri porra,lr,pr,lp,PN,famous
lee phillips,l,phlps,lp,PN,famous
lello patruno,l,ptrn,lp,PN,famous
leo penn,l,pn,lp,PN,famous
leon patillo,ln,ptl,lp,PN,famous
les paul,ls,pl,lp,PN,famous
lev polugaevsky,lv,plgvsk,lp,PN,famous
lilli palmer,l,plmr,lp,PN,famous
lily potter,l,ptr,lp,PN,famous
linda perry,lnd,pr,lp,PN,famous
lip pike,lp,pk,lp,PN,famous
louis pasteur,ls,pstr,lp,PN,famous
louise post of veruca salt,ls,slt,check,PN,famous
luca pisaroni,lc,psrn,lp,PN,famous
luciano pavarotti,lcn,pvrt,lp,PN,famous
luke paquin,lk,pqn,lp,PN,famous
luther perkins,lthr,prkns,lp,PN,famous
larry rivers,lr,rvrs,lr,PN,famous
lars rosenberg,lrs,rsnbrg,lr,PN,famous
lawrence rabiner,lwrnc,rbnr,lr,PN,famous
leann rimes,ln,rms,lr,PN,famous
leaton rose,ltn,rs,lr,PN,famous
lee ranaldo,l,rnld,lr,PN,famous
lee ritenour,l,rtnr,lr,PN,famous
lee rocker,l,rckr,lr,PN,famous
lee ross,l,rs,lr,PN,famous
lee ryan,l,rn,lr,PN,famous
leni riefenstahl,ln,rfnsthl,lr,PN,famous
leo rosten,l,rstn,lr,PN,famous
leon russell,ln,rsl,lr,PN,famous
leonard rose,lnrd,rs,lr,PN,famous
leonard rosenman,lnrd,rsnmn,lr,PN,famous
lewis r. goldberg,lws,gldbrg,check,PN,famous
lionel richie,lnl,rch,lr,PN,famous
lisa rav,ls,rv,lr,PN,famous
little richard,ltl,rchrd,lr,PN,famous
lou reed,l,rd,lr,PN,famous
lou reed,l,rd,lr,PN,famous
louise rainer,ls,rnr,lr,PN,famous
luise rainer,ls,rnr,lr,PN,famous
larry summers,lr,smrs,ls,PN,famous
lasar segall,lsr,sgl,ls,PN,famous
laszlo szabo,lszl,szb,ls,PN,famous
laura schlessinger,lr,schlsngr,ls,PN,famous
laurent schwartz,lrnt,schwrtz,ls,PN,famous
lawrence schimel,lwrnc,schml,ls,PN,famous
lawrence summers,lwrnc,smrs,ls,PN,famous
lee smolin,l,smln,ls,PN,famous
lee strasberg,l,strsbrg,ls,PN,famous
leigh stephens,lgh,stphns,ls,PN,famous
leland sklar,lnd,sklr,ls,PN,famous
leo sternbach,l,strnbch,ls,PN,famous
leo strauss,l,strs,ls,PN,famous
leo szilard,l,szlrd,ls,PN,famous
leon schlesinger,ln,schlsngr,ls,PN,famous
leon sylvers iii,ln,,check,PN,famous
leonard slatkin,lnrd,sltkn,ls,PN,famous
leonard stern,lnrd,strn,ls,PN,famous
leonard susskind,lnrd,sknd,ls,PN,famous
leonid stein,lnd,stn,ls,PN,famous
lester square,lstr,sqr,ls,PN,famous
levi strauss,lv,strs,ls,PN,famous
liev schreiber,lv,schrbr,ls,PN,famous
lina stern,ln,strn,ls,PN,famous
"lindsey, steven w.", stvn w.,lnds,l,PN,famous
lisa simpson,ls,smpsn,ls,PN,famous
lisbeth salander,lsbth,slndr,ls,PN,famous
louis sachar,ls,schr,ls,PN,famous
louis shelton,ls,shltn,ls,PN,famous
louis simpson,ls,smpsn,ls,PN,famous
louis slotin,ls,sltn,ls,PN,famous
luke skywalker,lk,skwlkr,ls,PN,famous
lynn swann,ln,swn,ls,PN,famous
lao tzu,l,tz,lt,PN,famous
larry tesler,lr,tslr,lt,PN,famous
laurence tisch,lrnc,tsch,lt,PN,famous
lea thompson,l,thmpsn,lt,PN,famous
leo tolstoy,l,tlst,lt,PN,famous
leon trotsky,ln,trtsk,lt,PN,famous
lew tendler,lw,tndlr,lt,PN,famous
lilian thuram,ln,thrm,lt,PN,famous
lilyan tashman,ln,tshmn,lt,PN,famous
linus torvalds,lns,trvlds,lt,PN,famous
linuslooney tunes/merrie melodies,lnsln,mlds,check,PN,famous
lionel trilling,lnl,trlng,lt,PN,famous
liv tyler,lv,tlr,lt,PN,famous
liz taylor,lz,tlr,lt,PN,famous
luca turilli,lc,trl,lt,PN,famous
lüpüs thünder,lüpüs,thündr,lt,PN,famous
lars ulrich,lrs,lrch,lu,PN,famous
leon uris,ln,rs,lu,PN,famous
luminara unduli,lmnr,ndl,lu,PN,famous
lajos venetianer,ljs,vntnr,lv,PN,famous
larry van kriedt,lr,krdt,check,PN,famous
lars von trier,lrs,tr,check,PN,famous
leslie valiant,lsl,vlnt,lv,PN,famous
lev vygotsky,lv,vgtsk,lv,PN,famous
lindsay vuolo,lnds,vl,lv,PN,famous
lindsey vonn,lnds,vn,lv,PN,famous
lindsey vuolo,lnds,vl,lv,PN,famous
lord voldemort,lrd,vldmrt,lv,PN,famous
luchino visconti,lchn,vscnt,lv,PN,famous
ludwig van beethoven,ldwg,bthvn,check,PN,famous
ludwig von mises,ldwg,ms,check,PN,famous
luna vachon,ln,vchn,lv,PN,famous
luther vandross,lthr,vndrs,lv,PN,famous
larry washington,lr,wshngtn,lw,PN,famous
lenny wilkens,ln,wlkns,lw,PN,famous
leo williams,l,wlms,lw,PN,famous
leon wilkeson,ln,wlksn,lw,PN,famous
leslie west,lsl,wst,lw,PN,famous
leslie wexner,lsl,wxnr,lw,PN,famous
lew wasserman,lw,wsrmn,lw,PN,famous
liam wilson,lm,wlsn,lw,PN,famous
lil wayne,l,wn,lw,PN,famous
link wray,lnk,wr,lw,PN,famous
lisa whelchel,ls,whlchl,lw,PN,famous
louis wirth,ls,wrth,lw,PN,famous
louise wener,ls,wnr,lw,PN,famous
ludwig wittgenstein,ldwg,wtgnstn,lw,PN,famous
luke wastell,lk,wstl,lw,PN,famous
luke wilson,lk,wlsn,lw,PN,famous
light yagami,lght,gm,ly,PN,famous
loretta young,lrt,ng,ly,PN,famous
leopold zunz,lpld,znz,lz,PN,famous
lotfi zadeh,ltf,zdh,lz,PN,famous
louis zukofsky,ls,zkfsk,lz,PN,famous
ludwig zamenhof,ldwg,zmnhf,lz,PN,famous
madea,md,,,PN,famous
madonna,mdn,,,PN,famous
magneto,mgnt,,,PN,famous
maimonides,mnds,,,PN,famous
malakili,mlkl,,,PN,famous
malbim,mlbm,,,PN,famous
mana,mn,,,PN,famous
manasseh,mnsh,,,PN,famous
man-e-faces,mn--fcs,,,PN,famous
marmaduke,mrmdk,,,PN,famous
marmaduke,mrmdk,,,PN,famous
matisyahu,mtsh,,,PN,famous
maximus,mxms,,,PN,famous
mcnair,mcnr,,,PN,famous
megatron,mgtrn,,,PN,famous
merlin,mrln,,,PN,famous
merry,mr,,,PN,famous
mertal,mrtl,,,PN,famous
miriam,mrm,,,PN,famous
moby,mb,,,PN,famous
modigliani,mdgln,,,PN,famous
moe,m,,,PN,famous
mogli,mgl,,,PN,famous
mononoke,mnk,,,PN,famous
montague,mntg,,,PN,famous
mordechai,mrdch,,,PN,famous
morpheus,mrphs,,,PN,famous
morty,mrt,,,PN,famous
moses,ms,,,PN,famous
mozart,mzrt,,,PN,famous
mr.ollivander,mr.lvndr,,,PN,famous
mudge,mdg,,,PN,famous
muttley,mtl,,,PN,famous
mya,m,,,PN,famous
miroku,mrk,,,PN,famous
madeleine albright,mdln,lbrght,ma,PN,famous
madeline albright,mdln,lbrght,ma,PN,famous
magnus andersson,mgns,ndrsn,ma,PN,famous
mahoro ando,mhr,nd,ma,PN,famous
makoto allen takamura,mkt,tkmr,check,PN,famous
marcello alvarez,mrcl,lvrz,ma,PN,famous
marcus adoro,mrcs,dr,ma,PN,famous
marian anderson,mrn,ndrsn,ma,PN,famous
mark abene,mrk,bn,ma,PN,famous
mark ames,mrk,ms,ma,PN,famous
mark andes,mrk,nds,ma,PN,famous
marten andersson,mrtn,ndrsn,ma,PN,famous
marv albert,mrv,lbrt,ma,PN,famous
mary ann cotton,mr,ctn,check,PN,famous
mary antin,mr,ntn,ma,PN,famous
massimo aiello,msm,l,ma,PN,famous
max apple,mx,pl,ma,PN,famous
maya angelou,m,ngl,ma,PN,famous
mayer amschel rothschild,mr,rthschld,check,PN,famous
mel allen,ml,ln,ma,PN,famous
melissa auf der maur,mls,mr,check,PN,famous
melvyn allen,mlvn,ln,ma,PN,famous
merle allin,mrl,ln,ma,PN,famous
mh abrams,mh,brms,ma,PN,famous
michael albert,mchl,lbrt,ma,PN,famous
michael amott,mchl,mt,ma,PN,famous
michael andersson,mchl,ndrsn,ma,PN,famous
michael angelo batio,mchl,bt,check,PN,famous
michael anthony,mchl,nthn,ma,PN,famous
mick abrahams,mck,brhms,ma,PN,famous
mickey appleman,mck,plmn,ma,PN,famous
migé amour,mgé,mr,ma,PN,famous
mikael akerfeldt,mkl,krfldt,ma,PN,famous
mike alexander,mk,lxndr,ma,PN,famous
mili avital,ml,vtl,ma,PN,famous
milton ager,mltn,gr,ma,PN,famous
miša aleksić,mš,lksć,ma,PN,famous
mohammed ali,mhmd,l,ma,PN,famous
mordechaj anielewicz,mrdchj,nlwcz,ma,PN,famous
morey amsterdam,mr,mstrdm,ma,PN,famous
morgan agren,mrgn,grn,ma,PN,famous
mortimer adler,mrtmr,dlr,ma,PN,famous
moses alexander,ms,lxndr,ma,PN,famous
mummies alive,ms,lv,ma,PN,famous
malcolm baddock,mlclm,bdck,mb,PN,famous
manuel blum,mnl,blm,mb,PN,famous
marc blitzstein,mrc,bltzstn,mb,PN,famous
marc bolan,mrc,bln,mb,PN,famous
marcel breuer,mrcl,br,mb,PN,famous
marcie bolen,mrc,bln,mb,PN,famous
marco biazzi,mrc,bz,mb,PN,famous
marcus belby,mrcs,blb,mb,PN,famous
marek borowski,mrk,brwsk,mb,PN,famous
margaret becker,mrgrt,bckr,mb,PN,famous
margaret bourke-white,mrgrt,brk-wht,mb,PN,famous
marho bateren,mrh,btrn,mb,PN,famous
marilyn bergman,mrln,brgmn,mb,PN,famous
marion barry,mrn,br,mb,PN,famous
mark bass,mrk,bs,mb,PN,famous
mark bedford,mrk,bdfrd,mb,PN,famous
mark beecher,mrk,bchr,mb,PN,famous
mark bryan,mrk,brn,mb,PN,famous
marlon brando,mrln,brnd,mb,PN,famous
martin balsam,mrtn,blsm,mb,PN,famous
martin barre,mrtn,br,mb,PN,famous
martin bengtsson,mrtn,bngtsn,mb,PN,famous
martin buber,mrtn,br,mb,PN,famous
marty balin,mrt,bln,mb,PN,famous
massimo barbiero,msm,brbr,mb,PN,famous
mathias bush,mths,bsh,mb,PN,famous
matt bachand,mt,bchnd,mb,PN,famous
matt bellamy,mt,blm,mb,PN,famous
matt biondi,mt,bnd,mb,PN,famous
matt bissonette,mt,bsnt,mb,PN,famous
matthew bellamy,mthw,blm,mb,PN,famous
matthew bloom,mthw,blm,mb,PN,famous
matthew broderick,mthw,brdrck,mb,PN,famous
maureen brown,mrn,brwn,mb,PN,famous
maurice baron de hirsch,mrc,hrsch,check,PN,famous
maurizio boco,mrz,bc,mb,PN,famous
mauro beggio,mr,bg,mb,PN,famous
max baer,mx,br,mb,PN,famous
max baer jr.,mx,jr.,check,PN,famous
max bennett,mx,bnt,mb,PN,famous
max black,mx,blck,mb,PN,famous
max bonvini,mx,bnvn,mb,PN,famous
max born,mx,brn,mb,PN,famous
max brod,mx,brd,mb,PN,famous
mayim bialik,m,blk,mb,PN,famous
meir berlin,mr,brln,mb,PN,famous
mel blanc,ml,blnc,mb,PN,famous
mel brooks,ml,brks,mb,PN,famous
melanie blatt of all saints,mln,snts,check,PN,famous
menachem begin,mnchm,bgn,mb,PN,famous
menasseh ben israel,mnsh,srl,check,PN,famous
meredith brooks,mrdth,brks,mb,PN,famous
michael balcon,mchl,blcn,mb,PN,famous
michael ballack,mchl,blck,mb,PN,famous
michael bennett,mchl,bnt,mb,PN,famous
michael bloomberg,mchl,blmbrg,mb,PN,famous
michael bolton,mchl,bltn,mb,PN,famous
michael brecker,mchl,brckr,mb,PN,famous
michael brennies,mchl,brns,mb,PN,famous
michael brown,mchl,brwn,mb,PN,famous
michael bruce,mchl,brc,mb,PN,famous
michelangelo buonarroti,mchlngl,bnrt,mb,PN,famous
michelle branch,mchl,brnch,mb,PN,famous
mick barr,mck,br,mb,PN,famous
mick box,mck,bx,mb,PN,famous
mike binder,mk,bndr,mb,PN,famous
mike bishop,mk,bshp,mb,PN,famous
mike bloomfield,mk,blmfld,mb,PN,famous
mike brewer,mk,brwr,mb,PN,famous
mike burkett,mk,brkt,mb,PN,famous
mikhail botvinnik,mkhl,btvnk,mb,PN,famous
millicent bagnold,mlcnt,bgnld,mb,PN,famous
millicent bulstrode,mlcnt,blstrd,mb,PN,famous
milton babbitt,mltn,bt,mb,PN,famous
milton berle,mltn,brl,mb,PN,famous
moe berg,m,brg,mb,PN,famous
molly brown,ml,brwn,mb,PN,famous
monica bellucci,mnc,blc,mb,PN,famous
morris bright,mrs,brght,mb,PN,famous
morty black,mrt,blck,mb,PN,famous
moshe bar,msh,br,mb,PN,famous
moya brennan,m,brn,mb,PN,famous
mr bean,bn,,,PN,famous
madame c.j. walker,mdm,wlkr,check,PN,famous
mama cass elliot,m,lt,check,PN,famous
manny charlton,mn,chrltn,mc,PN,famous
marc chagall,mrc,chgl,mc,PN,famous
marc cohn,mrc,chn,mc,PN,famous
marcia clark,mrc,clrk,mc,PN,famous
marcia cross,mrc,crs,mc,PN,famous
maria callas,mr,cls,mc,PN,famous
mariah carey,mrh,cr,mc,PN,famous
marie curie,mr,cr,mc,PN,famous
mario calandrelli,mr,clndrl,mc,PN,famous
mario calire,mr,clr,mc,PN,famous
mario castelnuovo-tedesco,mr,cstlnv-tdsc,mc,PN,famous
mark clarke,mrk,clrk,mc,PN,famous
mark cross,mrk,crs,mc,PN,famous
mark cuban,mrk,cbn,mc,PN,famous
martin cilia,mrtn,cl,mc,PN,famous
massimo carrano,msm,crn,mc,PN,famous
master chief,chf,,,PN,famous
matteo cigna,mt,cgn,mc,PN,famous
max collins,mx,clns,mc,PN,famous
melvin calvin,mlvn,clvn,mc,PN,famous
mental complex,mntl,cmplx,mc,PN,famous
michael callan,mchl,cln,mc,PN,famous
michael cartellone,mchl,crtln,mc,PN,famous
